Invoice_Number,Customer_ID,Service_ID,Billing_Date,Payment_Status,Transaction_Type,Mode_of_Payment,Product_Name,Service,Product_Category,Service_Category,Product_Quantity,Tax_Amount,Actual_Amount,Billed_Amount,Paid_Amount,Balance_Amount,Unit_Price,Tax_Rate,Service_Charge,Discount_Amount,Store_Branch,Cashier_ID,Supplier_ID,Billing_Time,Customer_Type,Order_Channel,Invoice_Num_Int,Is_Duplicate
INV20053,CUST9917,SRV002,28-05-2024,Paid,Sale,Credit Card,Rice (5kg),No Service,Grains & Cereals,No Service,1,15.0,300,315.0,315.0,0.0,300,0.05,0,0.0,Branch B,CASH004,SUP112,03:14:17,Wholesale,In-Store,20053,0
INV20054,CUST7676,SRV001,23-11-2024,Paid,Sale,Cheque,Potatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,1,1.5,30,71.5,71.5,0.0,30,0.05,40,0.0,Branch A,CASH011,SUP123,21:58:54,Wholesale,Online,20054,0
INV20055,CUST6991,SRV002,07-12-2023,Failed,Sale,Net Banking,Bread (400g),No Service,Bakery,No Service,4,8.0,160,168.0,0.0,168.0,40,0.05,0,0.0,Branch A,CASH010,SUP136,03:03:15,Regular,In-Store,20055,0
INV20056,CUST1155,SRV003,14-04-2024,Paid,Sale,Net Banking,Bread (400g),Express Delivery,Bakery,Delivery Services,9,18.0,360,458.0,458.0,0.0,40,0.05,80,0.0,Main Store,CASH005,SUP127,19:38:56,Wholesale,Online,20056,0
INV20057,CUST4567,SRV002,28-11-2023,Pending,Sale,Net Banking,Milk (1L),Express Delivery,Dairy,Delivery Services,1,3.0,60,143.0,0.0,143.0,60,0.05,80,0.0,Online,CASH001,SUP142,20:02:34,Regular,Phone,20057,0
INV20058,CUST7758,SRV002,17-05-2024,Paid,Sale,Cheque,Tea Powder (250g),No Service,Beverages,No Service,1,6.0,120,126.0,126.0,0.0,120,0.05,0,0.0,Branch B,CASH014,SUP115,03:18:28,Regular,Online,20058,0
INV20059,CUST4715,SRV001,02-10-2023,Paid,Sale,Debit Card,Bananas (1kg),Standard Delivery,Fruits,Delivery Services,9,22.5,450,512.5,512.5,0.0,50,0.05,40,0.0,Online,CASH007,SUP152,09:59:00,Wholesale,In-Store,20059,0
INV20060,CUST9244,SRV002,21-02-2024,Paid,Sale,Cheque,Sugar (1kg),No Service,Pantry Staples,No Service,10,22.5,450,472.5,472.5,0.0,45,0.05,0,0.0,Main Store,CASH002,SUP158,04:41:15,Wholesale,In-Store,20060,0
INV20061,CUST4422,SRV003,28-07-2023,Paid,Sale,Debit Card,Onions (1kg),No Service,Fresh Vegetables,No Service,2,3.5,70,73.5,73.5,0.0,35,0.05,0,0.0,Branch A,CASH002,SUP166,04:06:14,Wholesale,Phone,20061,0
INV20062,CUST3835,SRV003,29-03-2024,Paid,Sale,Debit Card,Chips (100g),Standard Delivery,Snacks,Delivery Services,7,25.2,140,205.2,205.2,0.0,20,0.18,40,0.0,Online,CASH005,SUP104,16:47:55,Premium,Phone,20062,0
INV20063,CUST9321,SRV001,15-07-2025,Pending,Sale,Debit Card,Tomatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,4,8.0,160,248.0,0.0,248.0,40,0.05,80,0.0,Main Store,CASH007,SUP146,12:03:29,Premium,In-Store,20063,0
INV20064,CUST5890,SRV001,24-12-2024,Failed,Sale,Net Banking,Bananas (1kg),No Service,Fruits,No Service,2,5.0,100,105.0,0.0,105.0,50,0.05,0,0.0,Branch A,CASH011,SUP170,04:41:03,Premium,Phone,20064,0
INV20065,CUST3212,SRV003,15-10-2022,Failed,Sale,Cheque,Tea Powder (250g),Express Delivery,Beverages,Delivery Services,10,60.0,1200,1340.0,0.0,1340.0,120,0.05,80,0.0,Branch A,CASH001,SUP135,10:11:23,Regular,In-Store,20065,0
INV20066,CUST5825,SRV001,24-12-2022,Paid,Sale,UPI,Milk (1L),No Service,Dairy,No Service,4,12.0,240,252.0,252.0,0.0,60,0.05,0,0.0,Branch A,CASH002,SUP157,17:14:25,Regular,Online,20066,0
INV20067,CUST7379,SRV001,06-09-2024,Failed,Sale,UPI,Chicken (1kg),No Service,Meat,No Service,4,120.0,1000,1120.0,0.0,1120.0,250,0.12,0,0.0,Online,CASH004,SUP114,03:11:53,Regular,In-Store,20067,0
INV20068,CUST2020,SRV002,21-01-2023,Failed,Sale,UPI,Sugar (1kg),Standard Delivery,Pantry Staples,Delivery Services,6,13.5,270,323.5,0.0,323.5,45,0.05,40,0.0,Branch A,CASH013,SUP132,18:33:43,Wholesale,In-Store,20068,0
INV20069,CUST6108,SRV002,19-08-2024,Paid,Sale,Net Banking,Lentils (1kg),Express Delivery,Grains & Cereals,Delivery Services,1,18.0,100,182.72,182.72,0.0,100,0.18,80,15.28,Branch A,CASH006,SUP134,21:00:58,Regular,Online,20069,0
INV20070,CUST8578,SRV003,06-10-2024,Paid,Return,Debit Card,Detergent (1kg),Standard Delivery,Household,Delivery Services,1,19.2,160,219.2,219.2,0.0,160,0.12,40,0.0,Branch B,CASH005,SUP138,10:04:01,Premium,Phone,20070,0
INV20071,CUST2374,SRV001,08-12-2023,Paid,Sale,Cheque,Sugar (1kg),Express Delivery,Pantry Staples,Delivery Services,7,15.75,315,410.75,410.75,0.0,45,0.05,80,0.0,Branch B,CASH011,SUP155,17:53:08,Premium,Online,20071,0
INV20072,CUST9987,SRV001,12-07-2024,Paid,Sale,Credit Card,Dishwash Soap (500ml),No Service,Household,No Service,3,43.199999999999996,240,283.2,283.2,0.0,80,0.18,0,0.0,Main Store,CASH012,SUP113,17:05:38,Premium,Online,20072,0
INV20073,CUST8106,SRV003,22-02-2023,Failed,Sale,Net Banking,Dishwash Soap (500ml),Standard Delivery,Household,Delivery Services,2,28.799999999999997,160,228.8,0.0,228.8,80,0.18,40,0.0,Main Store,CASH007,SUP107,10:29:24,Premium,Online,20073,0
INV20074,CUST1359,SRV001,29-11-2024,Paid,Return,Debit Card,Potatoes (1kg),No Service,Fresh Vegetables,No Service,7,10.5,210,220.5,220.5,0.0,30,0.05,0,0.0,Branch A,CASH015,SUP106,07:46:03,Premium,Phone,20074,0
INV20075,CUST8746,SRV002,29-03-2024,Paid,Sale,Cheque,Chips (100g),Standard Delivery,Snacks,Delivery Services,5,18.0,100,158.0,158.0,0.0,20,0.18,40,0.0,Online,CASH001,SUP152,02:18:45,Regular,Phone,20075,0
INV20076,CUST2252,SRV001,26-10-2023,Paid,Sale,UPI,Onions (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,3,5.25,105,150.25,150.25,0.0,35,0.05,40,0.0,Online,CASH001,SUP141,08:49:28,Regular,Online,20076,0
INV20077,CUST8810,SRV001,10-06-2024,Paid,Sale,Cheque,Dishwash Soap (500ml),Express Delivery,Household,Delivery Services,1,14.399999999999999,80,174.4,174.4,0.0,80,0.18,80,0.0,Online,CASH013,SUP142,23:19:00,Wholesale,Phone,20077,0
INV20078,CUST5887,SRV001,02-02-2023,Paid,Sale,Cheque,Dishwash Soap (500ml),No Service,Household,No Service,5,72.0,400,472.0,472.0,0.0,80,0.18,0,0.0,Main Store,CASH014,SUP157,01:06:30,Wholesale,Phone,20078,0
INV20079,CUST5879,SRV001,29-10-2024,Paid,Return,Credit Card,Eggs (1 dozen),Express Delivery,Dairy,Delivery Services,8,28.0,560,638.66,638.66,0.0,70,0.05,80,29.34,Online,CASH014,SUP144,02:24:40,Premium,Online,20079,0
INV20080,CUST3295,SRV003,15-08-2025,Paid,Sale,Credit Card,Onions (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,8,14.0,280,334.0,334.0,0.0,35,0.05,40,0.0,Branch A,CASH003,SUP111,22:46:42,Regular,In-Store,20080,0
INV20081,CUST5728,SRV002,19-06-2025,Paid,Sale,Credit Card,Rice (5kg),No Service,Grains & Cereals,No Service,2,30.0,600,630.0,630.0,0.0,300,0.05,0,0.0,Main Store,CASH014,SUP128,03:29:54,Premium,In-Store,20081,0
INV20082,CUST8363,SRV002,25-06-2023,Paid,Sale,Net Banking,Lentils (1kg),Standard Delivery,Grains & Cereals,Delivery Services,9,162.0,900,1102.0,1102.0,0.0,100,0.18,40,0.0,Online,CASH008,SUP164,02:50:48,Wholesale,Online,20082,0
INV20083,CUST8273,SRV002,13-01-2025,Failed,Sale,Net Banking,Chips (100g),No Service,Snacks,No Service,1,3.5999999999999996,20,23.6,0.0,23.6,20,0.18,0,0.0,Branch B,CASH006,SUP149,07:37:34,Premium,Phone,20083,0
INV20084,CUST3559,SRV003,27-05-2023,Paid,Sale,Credit Card,Detergent (1kg),No Service,Household,No Service,10,192.0,1600,1792.0,1792.0,0.0,160,0.12,0,0.0,Branch A,CASH005,SUP105,07:15:28,Wholesale,In-Store,20084,0
INV20085,CUST3792,SRV003,10-03-2023,Pending,Sale,Cheque,Bananas (1kg),Standard Delivery,Fruits,Delivery Services,9,22.5,450,512.5,0.0,512.5,50,0.05,40,0.0,Branch B,CASH005,SUP157,08:28:58,Premium,Phone,20085,0
INV20086,CUST2982,SRV003,03-04-2025,Paid,Sale,UPI,Rice (5kg),Express Delivery,Grains & Cereals,Delivery Services,7,105.0,2100,2285.0,2285.0,0.0,300,0.05,80,0.0,Branch B,CASH014,SUP131,23:49:03,Regular,In-Store,20086,0
INV20087,CUST6849,SRV003,16-04-2023,Paid,Return,Cheque,Potatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,9,13.5,270,323.5,323.5,0.0,30,0.05,40,0.0,Main Store,CASH007,SUP151,00:10:37,Premium,Online,20087,0
INV20088,CUST7615,SRV003,19-06-2024,Pending,Sale,UPI,Onions (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,6,10.5,210,260.5,0.0,260.5,35,0.05,40,0.0,Branch B,CASH010,SUP153,13:30:16,Wholesale,In-Store,20088,0
INV20089,CUST4308,SRV002,21-09-2024,Paid,Sale,Debit Card,Potatoes (1kg),No Service,Fresh Vegetables,No Service,9,13.5,270,283.5,283.5,0.0,30,0.05,0,0.0,Main Store,CASH015,SUP168,06:06:50,Regular,In-Store,20089,0
INV20090,CUST4672,SRV001,11-07-2023,Pending,Sale,Credit Card,Lentils (1kg),Express Delivery,Grains & Cereals,Delivery Services,8,144.0,800,1024.0,0.0,1024.0,100,0.18,80,0.0,Branch B,CASH009,SUP143,10:29:15,Wholesale,Online,20090,0
INV20091,CUST4070,SRV002,01-11-2022,Paid,Return,Credit Card,Potatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,7,10.5,210,260.5,260.5,0.0,30,0.05,40,0.0,Main Store,CASH006,SUP144,15:37:15,Wholesale,Online,20091,0
INV20092,CUST3247,SRV001,20-12-2024,Paid,Return,Cheque,Chicken (1kg),Standard Delivery,Meat,Delivery Services,5,150.0,1250,1440.0,1440.0,0.0,250,0.12,40,0.0,Branch B,CASH002,SUP169,11:04:25,Regular,Online,20092,0
INV20093,CUST6359,SRV001,14-05-2025,Paid,Sale,Net Banking,Dishwash Soap (500ml),No Service,Household,No Service,9,129.6,720,849.6,849.6,0.0,80,0.18,0,0.0,Branch B,CASH013,SUP132,11:30:07,Regular,In-Store,20093,0
INV20094,CUST7064,SRV001,26-03-2024,Pending,Sale,Cheque,Chips (100g),No Service,Snacks,No Service,3,10.799999999999999,60,70.8,0.0,70.8,20,0.18,0,0.0,Main Store,CASH002,SUP170,01:37:47,Wholesale,Phone,20094,0
INV20095,CUST3929,SRV002,10-03-2023,Paid,Sale,UPI,Sugar (1kg),No Service,Pantry Staples,No Service,7,15.75,315,330.75,330.75,0.0,45,0.05,0,0.0,Main Store,CASH011,SUP161,20:56:22,Premium,Phone,20095,0
INV20096,CUST1899,SRV002,05-05-2024,Paid,Sale,UPI,Tea Powder (250g),Standard Delivery,Beverages,Delivery Services,7,42.0,840,922.0,922.0,0.0,120,0.05,40,0.0,Branch A,CASH011,SUP131,00:14:49,Wholesale,In-Store,20096,0
INV20097,CUST8061,SRV002,08-11-2022,Paid,Sale,Credit Card,Bananas (1kg),No Service,Fruits,No Service,8,20.0,400,420.0,420.0,0.0,50,0.05,0,0.0,Online,CASH005,SUP119,15:35:15,Premium,Online,20097,0
INV20098,CUST9663,SRV002,13-05-2024,Paid,Sale,Credit Card,Bananas (1kg),No Service,Fruits,No Service,3,7.5,150,157.5,157.5,0.0,50,0.05,0,0.0,Branch B,CASH014,SUP155,07:13:17,Premium,In-Store,20098,0
INV20099,CUST5635,SRV002,18-03-2023,Paid,Sale,Cheque,Chips (100g),Standard Delivery,Snacks,Delivery Services,8,28.799999999999997,160,228.8,228.8,0.0,20,0.18,40,0.0,Branch B,CASH001,SUP152,11:25:37,Wholesale,In-Store,20099,0
INV20100,CUST1625,SRV001,17-07-2025,Paid,Sale,Net Banking,Tomatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,8,16.0,320,416.0,416.0,0.0,40,0.05,80,0.0,Online,CASH011,SUP108,13:41:06,Premium,Online,20100,0
INV20101,CUST6336,SRV002,17-12-2024,Paid,Sale,Cheque,Eggs (1 dozen),Express Delivery,Dairy,Delivery Services,5,17.5,350,447.5,447.5,0.0,70,0.05,80,0.0,Main Store,CASH005,SUP162,18:09:04,Wholesale,Online,20101,0
INV20102,CUST4666,SRV001,04-04-2024,Paid,Sale,Credit Card,Sugar (1kg),No Service,Pantry Staples,No Service,4,9.0,180,189.0,189.0,0.0,45,0.05,0,0.0,Branch A,CASH014,SUP107,15:31:22,Premium,Online,20102,0
