Invoice_Number,Customer_ID,Service_ID,Billing_Date,Payment_Status,Leakage_Flag,Transaction_Type,Mode_of_Payment,Product_Name,Service,Product_Category,Service_Category,Product_Quantity,Tax_Amount,Actual_Amount,Billed_Amount,Paid_Amount,Balance_Amount,Unit_Price,Tax_Rate,Service_Charge,Discount_Amount,Store_Branch,Cashier_ID,Supplier_ID,Billing_Time,Customer_Type,Order_Channel,Anomaly_Type
INV10011,CUST1451,SRV002,2023-10-11,Pending,Anomaly,Return,UPI,Tomatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,3,2.84481290466362,56.8962580932724,99.74107099793602,0.0,99.74107099793602,30.0,0.05,40,0,Online,CASH007,SUP107,00:59:12,Regular,Online,Usage Mismatch
INV10012,CUST4898,SRV004,2024-12-28,Failed,No Leakage,Sale,Cheque,Wheat Flour (1kg),Consultation Service,Grains & Cereals,Advisory Services,6,48.6,270.0,618.6,0.0,618.6,45.0,0.18,300,0,Online,CASH011,SUP165,01:42:55,Regular,Phone,None
INV10013,CUST4931,SRV006,2023-01-31,Paid,Anomaly,Return,Cash,Wheat Flour (1kg),Bulk Order Service,Grains & Cereals,Special Orders,1,8.1,45.0,203.1,226.1794339703956,-23.0794339703956,45.0,0.18,150,0,Online,CASH020,SUP189,13:30:46,Wholesale,Phone,Excess Payment
INV10014,CUST8666,SRV003,2023-11-08,Failed,No Leakage,Sale,UPI,Dishwash Soap (500ml),Express Delivery,Household,Delivery Services,3,43.199999999999996,240.0,363.2,0.0,363.2,80.0,0.18,80,0,Online,CASH003,SUP156,14:10:44,Wholesale,In-Store,None
INV10015,CUST4807,SRV002,2024-08-05,Failed,Anomaly,Return,Cash,Oranges (1kg),Standard Delivery,Fruits,Delivery Services,8,64.0,640.0,744.0,0.0,744.0,80.0,0.1,40,0,Main Store,CASH012,SUP132,14:30:01,Regular,In-Store,Incorrect Rates
INV10016,CUST4212,SRV004,2024-02-13,Paid,No Leakage,Return,Cash,Cooking Oil (1L),Consultation Service,Pantry Staples,Advisory Services,5,90.0,750.0,1140.0,1140.0,0.0,150.0,0.12,300,0,Online,CASH018,SUP135,20:15:53,New,Phone,None
INV10017,CUST8263,SRV007,2023-09-03,Pending,No Leakage,Return,Debit Card,Dishwash Soap (500ml),Customization Service,Household,Special Orders,4,57.599999999999994,320.0,577.6,0.0,577.6,80.0,0.18,200,0,Main Store,CASH003,SUP115,07:35:52,Premium,Online,None
INV10018,CUST2269,SRV004,2023-09-03,Pending,Anomaly,Return,Net Banking,Sugar (1kg),Consultation Service,Pantry Staples,Advisory Services,10,54.0,450.0,721.0209349339282,0.0,721.0209349339282,45.0,0.12,300,0,Online,CASH017,SUP161,10:31:29,Regular,Online,Unrecorded Discounts
INV10019,CUST7397,SRV002,2024-02-12,Paid,No Leakage,Return,Debit Card,Lentils (1kg),Standard Delivery,Grains & Cereals,Delivery Services,9,162.0,900.0,1102.0,1102.0,0.0,100.0,0.18,40,0,Online,CASH013,SUP160,19:03:48,Wholesale,Phone,None
INV10020,CUST3138,SRV007,2024-12-24,Pending,Anomaly,Return,Cheque,Salt (1kg),Customization Service,Pantry Staples,Special Orders,7,4.61988824224686,92.3977648449372,297.01765308718404,0.0,297.01765308718404,20.0,0.05,200,0,Branch B,CASH011,SUP185,22:42:00,Premium,In-Store,Usage Mismatch
INV10021,CUST7872,SRV001,2024-08-19,Paid,Anomaly,Sale,Credit Card,Milk (1L),No Service,Dairy & Eggs,None,3,9.0,180.0,189.0,189.0,0.0,60.0,0.05,0,0,Main Store,CASH001,SUP102,17:47:26,New,Phone,Duplicate Entries
INV10021,CUST3712,SRV007,2024-06-04,Paid,Anomaly,Sale,Credit Card,Rice (1kg),Customization Service,Grains & Cereals,Special Orders,10,30.0,600.0,830.0,830.0,0.0,60.0,0.05,200,0,Main Store,CASH007,SUP169,21:48:37,Regular,Phone,Duplicate Entries
INV10023,CUST2302,SRV006,2023-02-26,Pending,No Leakage,Sale,Debit Card,Coffee Powder (200g),Bulk Order Service,Beverages,Special Orders,4,168.0,1400.0,1718.0,0.0,1718.0,350.0,0.12,150,0,Branch A,CASH015,SUP197,11:36:27,Premium,In-Store,None
INV10024,CUST3675,SRV006,2024-06-29,Paid,Anomaly,Sale,Cheque,Tea Powder (250g),Bulk Order Service,Beverages,Special Orders,7,42.0,840.0,1032.0,1032.0,0.0,120.0,0.05,150,0,Online,CASH014,SUP137,19:53:50,New,Phone,Duplicate Entries
INV10024,CUST8492,SRV004,2024-03-09,Paid,Anomaly,Sale,Credit Card,Bananas (1kg),Consultation Service,Fruits,Advisory Services,8,48.0,400.0,748.0,748.0,0.0,50.0,0.12,300,0,Online,CASH007,SUP160,16:12:34,Regular,In-Store,Duplicate Entries
INV10026,CUST3207,SRV005,2023-11-06,Paid,No Leakage,Return,Credit Card,Milk (1L),Installation Service,Dairy & Eggs,Technical Services,6,43.199999999999996,360.0,903.2,903.2,0.0,60.0,0.12,500,0,Branch A,CASH017,SUP160,22:23:44,Regular,Online,None
INV10027,CUST6842,SRV007,2023-09-10,Paid,Anomaly,Return,Cheque,Toothpaste (150g),Customization Service,Personal Care,Special Orders,1,10.799999999999999,60.0,70.80000000000001,70.80000000000001,0.0,60.0,0.18,200,0,Online,CASH012,SUP114,09:01:42,New,Online,Missing Charges
INV10028,CUST4980,SRV003,2024-09-21,Failed,Anomaly,Return,Credit Card,Salt (1kg),Express Delivery,Pantry Staples,Delivery Services,6,12.0,120.0,212.0,0.0,212.0,20.0,0.1,80,0,Online,CASH018,SUP113,14:25:18,Wholesale,In-Store,Incorrect Rates
INV10029,CUST8630,SRV002,2023-12-20,Failed,Anomaly,Return,Net Banking,Rice (1kg),Standard Delivery,Grains & Cereals,Delivery Services,4,12.0,240.0,252.0,0.0,252.0,60.0,0.05,40,0,Main Store,CASH010,SUP126,02:44:09,Premium,Online,Missing Charges
INV10030,CUST6835,SRV002,2024-09-24,Paid,Anomaly,Return,Cheque,Detergent (1kg),Standard Delivery,Household,Delivery Services,3,108.0,600.0,748.0,643.7494163480827,104.25058365191728,200.0,0.18,40,0,Online,CASH010,SUP200,22:36:15,Regular,In-Store,Under Payment
INV10031,CUST3570,SRV001,2023-11-24,Paid,Anomaly,Return,Credit Card,Fish (1kg),No Service,Meat & Fish,None,9,324.0,2700.0,3024.0,3024.0,0.0,300.0,0.12,0,0,Online,CASH004,SUP115,18:39:27,New,Online,Duplicate Entries
INV10031,CUST4268,SRV003,2024-02-10,Paid,Anomaly,Sale,Credit Card,Coffee Powder (200g),Express Delivery,Beverages,Delivery Services,1,17.5,350.0,369.6851516125725,369.6851516125725,0.0,350.0,0.05,80,0,Branch B,CASH002,SUP189,16:16:16,Premium,Online,Duplicate Entries
INV10033,CUST6461,SRV001,2024-09-13,Paid,No Leakage,Sale,Net Banking,Apples (1kg),No Service,Fruits,None,9,194.4,1080.0,1274.4,1274.4,0.0,120.0,0.18,0,0,Branch B,CASH019,SUP161,10:19:07,New,In-Store,None
INV10034,CUST1204,SRV001,2024-09-07,Pending,Anomaly,Return,Net Banking,Lentils (1kg),No Service,Grains & Cereals,None,6,47.918314259951785,399.3192854995982,447.23759975955,0.0,447.23759975955,100.0,0.12,0,0,Online,CASH015,SUP130,18:11:00,Wholesale,In-Store,Usage Mismatch
INV10035,CUST5080,SRV006,2024-12-23,Paid,Anomaly,Sale,Cash,Bread (500g),Bulk Order Service,Bakery,Special Orders,9,64.8,360.0,574.8,574.8,0.0,40.0,0.18,150,0,Online,CASH014,SUP108,02:26:52,Wholesale,Phone,Duplicate Entries
INV10035,CUST1715,SRV004,2024-08-22,Pending,Anomaly,Sale,UPI,Bread (500g),Consultation Service,Bakery,Advisory Services,10,48.0,400.0,448.0,0.0,448.0,40.0,0.12,300,0,Branch B,CASH020,SUP178,14:22:09,New,Phone,Duplicate Entries
INV10037,CUST6973,SRV005,2024-03-20,Paid,Anomaly,Return,Net Banking,Chips (100g),Installation Service,Snacks,Technical Services,5,5.0,100.0,605.0,686.2004707664812,-81.2004707664812,20.0,0.05,500,0,Online,CASH001,SUP123,14:39:35,New,Online,Excess Payment
INV10038,CUST6775,SRV003,2023-12-02,Failed,Anomaly,Return,Cheque,Lentils (1kg),Express Delivery,Grains & Cereals,Delivery Services,3,77.16738764067318,428.707709114851,585.8750967555242,0.0,585.8750967555242,142.90256970495034,0.18,80,0,Branch B,CASH015,SUP170,12:59:00,Wholesale,Phone,Incorrect Rates
INV10039,CUST5876,SRV007,2023-06-22,Paid,No Leakage,Return,UPI,Detergent (1kg),Customization Service,Household,Special Orders,5,120.0,1000.0,1320.0,1320.0,0.0,200.0,0.12,200,0,Branch A,CASH001,SUP142,15:05:32,Regular,In-Store,None
INV10040,CUST4662,SRV006,2024-08-03,Failed,Anomaly,Sale,UPI,Cheese (200g),Bulk Order Service,Dairy & Eggs,Special Orders,7,117.64058006248416,653.558778124912,921.1993581873962,0.0,921.1993581873962,150.0,0.18,150,0,Online,CASH008,SUP136,10:43:13,New,Phone,Usage Mismatch
INV10041,CUST5260,SRV006,2024-07-25,Paid,No Leakage,Sale,Credit Card,Apples (1kg),Bulk Order Service,Fruits,Special Orders,3,43.199999999999996,360.0,553.2,553.2,0.0,120.0,0.12,150,0,Branch A,CASH011,SUP126,17:08:34,Wholesale,Online,None
INV10042,CUST1207,SRV002,2023-01-09,Failed,Anomaly,Sale,Net Banking,Shampoo (250ml),Standard Delivery,Personal Care,Delivery Services,1,18.0,180.0,238.0,0.0,238.0,180.0,0.1,40,0,Online,CASH004,SUP164,11:16:16,Wholesale,Phone,Incorrect Rates
INV10043,CUST7442,SRV005,2024-08-20,Paid,No Leakage,Return,Credit Card,Eggs (12 pack),Installation Service,Dairy & Eggs,Technical Services,2,16.8,140.0,656.8,656.8,0.0,70.0,0.12,500,0,Branch B,CASH019,SUP169,00:33:59,Wholesale,Phone,None
INV10044,CUST9577,SRV005,2024-10-31,Pending,No Leakage,Sale,Debit Card,Butter (100g),Installation Service,Dairy & Eggs,Technical Services,1,9.0,50.0,559.0,0.0,559.0,50.0,0.18,500,0,Main Store,CASH015,SUP165,02:58:14,New,Phone,None
INV10045,CUST4221,SRV001,2024-08-25,Failed,No Leakage,Sale,UPI,Tea Powder (250g),No Service,Beverages,None,7,151.2,840.0,991.2,0.0,991.2,120.0,0.18,0,0,Branch B,CASH019,SUP197,22:23:45,Wholesale,In-Store,None
INV10046,CUST3151,SRV002,2023-10-24,Paid,Anomaly,Sale,Cheque,Salt (1kg),Standard Delivery,Pantry Staples,Delivery Services,9,21.599999999999998,180.0,241.6,276.3071887681234,-34.707188768123416,20.0,0.12,40,0,Online,CASH016,SUP149,19:30:23,Premium,Online,Excess Payment
INV10047,CUST1073,SRV003,2024-02-06,Paid,Anomaly,Return,Net Banking,Chicken (1kg),Express Delivery,Meat & Fish,Delivery Services,4,74.16419154096006,618.0349295080006,772.1991210489606,772.1991210489606,0.0,250.0,0.12,80,0,Branch B,CASH002,SUP155,05:49:12,New,Phone,Usage Mismatch
INV10048,CUST6461,SRV001,2024-07-04,Failed,Anomaly,Sale,Credit Card,Coffee Powder (200g),No Service,Beverages,None,5,315.0,1750.0,1835.6457734915432,0.0,1835.6457734915432,350.0,0.18,0,0,Branch A,CASH013,SUP182,12:28:51,New,Online,Unrecorded Discounts
INV10049,CUST9403,SRV003,2024-08-07,Paid,Anomaly,Sale,Credit Card,Lentils (1kg),Express Delivery,Grains & Cereals,Delivery Services,5,70.79235620972032,589.9363017476694,740.7286579573897,740.7286579573897,0.0,117.98726034953387,0.12,80,0,Online,CASH018,SUP194,07:01:16,New,Online,Incorrect Rates
INV10050,CUST1335,SRV003,2024-08-07,Pending,No Leakage,Return,Credit Card,Shampoo (250ml),Express Delivery,Personal Care,Delivery Services,4,129.6,720.0,929.6,0.0,929.6,180.0,0.18,80,0,Branch A,CASH001,SUP100,17:31:17,Wholesale,In-Store,None
INV10051,CUST7503,SRV004,2023-04-08,Paid,Anomaly,Sale,Cheque,Tea Powder (250g),Consultation Service,Beverages,Advisory Services,10,144.0,1200.0,1644.0,1316.6255961376914,327.37440386230855,120.0,0.12,300,0,Online,CASH011,SUP196,18:13:56,Regular,Online,Under Payment
INV10052,CUST6200,SRV001,2023-04-23,Paid,Anomaly,Return,Net Banking,Milk (1L),No Service,Dairy & Eggs,None,10,108.0,600.0,708.0,823.9389496543065,-115.9389496543065,60.0,0.18,0,0,Main Store,CASH007,SUP123,20:17:25,New,In-Store,Excess Payment
INV10053,CUST7944,SRV003,2024-08-15,Failed,No Leakage,Return,Cheque,Shampoo (250ml),Express Delivery,Personal Care,Delivery Services,4,86.39999999999999,720.0,886.4,0.0,886.4,180.0,0.12,80,0,Online,CASH015,SUP127,14:58:57,New,Phone,None
INV10054,CUST3364,SRV003,2023-12-07,Paid,No Leakage,Return,Credit Card,Tomatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,2,7.199999999999999,60.0,147.2,147.2,0.0,30.0,0.12,80,0,Main Store,CASH006,SUP178,02:22:52,New,Phone,None
INV10055,CUST8220,SRV005,2023-12-27,Paid,No Leakage,Return,Cheque,Rice (1kg),Installation Service,Grains & Cereals,Technical Services,7,50.4,420.0,970.4,970.4,0.0,60.0,0.12,500,0,Main Store,CASH013,SUP197,13:48:21,Wholesale,In-Store,None
INV10056,CUST9175,SRV004,2024-02-23,Pending,No Leakage,Sale,Net Banking,Dishwash Soap (500ml),Consultation Service,Household,Advisory Services,7,67.2,560.0,927.2,0.0,927.2,80.0,0.12,300,0,Main Store,CASH018,SUP173,15:08:49,Wholesale,In-Store,None
INV10057,CUST3436,SRV005,2023-05-13,Paid,Anomaly,Sale,Cash,Detergent (1kg),Installation Service,Household,Technical Services,7,168.0,1400.0,2068.0,2068.0,0.0,200.0,0.12,500,0,Branch B,CASH020,SUP159,19:37:14,Regular,In-Store,Duplicate Entries
INV10057,CUST4019,SRV004,2024-11-16,Failed,Anomaly,Return,Cash,Potatoes (1kg),Consultation Service,Fresh Vegetables,Advisory Services,1,4.2,35.0,335.4054785061143,0.0,335.4054785061143,35.0,0.12,300,0,Online,CASH009,SUP128,16:38:58,New,In-Store,Unrecorded Discounts
INV10059,CUST7665,SRV005,2024-01-05,Paid,Anomaly,Sale,UPI,Sugar (1kg),Installation Service,Pantry Staples,Technical Services,10,44.52130585992347,247.34058811068599,791.8618939706095,791.8618939706095,0.0,45.0,0.18,500,0,Online,CASH004,SUP109,13:23:43,New,In-Store,Usage Mismatch
INV10060,CUST8035,SRV005,2023-10-06,Paid,Anomaly,Return,Cheque,Milk (1L),Installation Service,Dairy & Eggs,Technical Services,8,57.599999999999994,480.0,1037.6,913.2961019706369,124.30389802936304,60.0,0.12,500,0,Branch A,CASH020,SUP177,19:42:15,New,In-Store,Under Payment
INV10061,CUST1733,SRV005,2023-06-07,Failed,No Leakage,Sale,Cash,Sugar (1kg),Installation Service,Pantry Staples,Technical Services,8,18.0,360.0,878.0,0.0,878.0,45.0,0.05,500,0,Branch B,CASH012,SUP102,13:32:23,Premium,Phone,None
INV10062,CUST9336,SRV005,2023-03-26,Pending,Anomaly,Sale,Cheque,Detergent (1kg),Installation Service,Household,Technical Services,1,24.0,200.0,224.0,0.0,224.0,200.0,0.12,500,0,Branch A,CASH013,SUP200,18:53:25,New,In-Store,Missing Charges
INV10063,CUST4734,SRV004,2023-12-09,Pending,No Leakage,Return,Credit Card,Tomatoes (1kg),Consultation Service,Fresh Vegetables,Advisory Services,8,12.0,240.0,552.0,0.0,552.0,30.0,0.05,300,0,Main Store,CASH006,SUP177,15:40:22,New,In-Store,None
INV10064,CUST7234,SRV002,2024-07-19,Paid,Anomaly,Sale,Debit Card,Toothpaste (150g),Standard Delivery,Personal Care,Delivery Services,1,10.799999999999999,60.0,110.8,85.34205519716627,25.457944802833723,60.0,0.18,40,0,Branch B,CASH005,SUP199,21:15:22,Premium,In-Store,Under Payment
INV10065,CUST4139,SRV003,2024-04-27,Failed,No Leakage,Return,Credit Card,Chicken (1kg),Express Delivery,Meat & Fish,Delivery Services,2,25.0,500.0,605.0,0.0,605.0,250.0,0.05,80,0,Main Store,CASH001,SUP196,17:58:28,New,Phone,None
INV10066,CUST2981,SRV004,2023-04-17,Paid,Anomaly,Sale,Net Banking,Fish (1kg),Consultation Service,Meat & Fish,Advisory Services,9,68.62867539167189,1372.5735078334378,1741.2021832251098,1741.2021832251098,0.0,300.0,0.05,300,0,Branch B,CASH005,SUP125,16:20:18,New,Online,Usage Mismatch
INV10067,CUST2518,SRV001,2023-11-16,Paid,Anomaly,Sale,Net Banking,Toothpaste (150g),No Service,Personal Care,None,4,43.199999999999996,240.0,283.2,254.73832205528038,28.46167794471961,60.0,0.18,0,0,Branch B,CASH002,SUP151,02:56:17,Premium,In-Store,Under Payment
INV10068,CUST3177,SRV003,2024-08-17,Failed,No Leakage,Sale,Debit Card,Onions (1kg),Express Delivery,Fresh Vegetables,Delivery Services,4,19.2,160.0,259.2,0.0,259.2,40.0,0.12,80,0,Main Store,CASH018,SUP114,09:45:47,New,Online,None
INV10069,CUST9033,SRV007,2024-04-11,Paid,Anomaly,Sale,Cash,Soap (100g),Customization Service,Personal Care,Special Orders,9,18.0,360.0,578.0,653.3678880877494,-75.3678880877494,40.0,0.05,200,0,Main Store,CASH004,SUP114,03:48:15,New,Phone,Excess Payment
INV10070,CUST3406,SRV004,2024-10-29,Failed,Anomaly,Sale,Cheque,Toothpaste (150g),Consultation Service,Personal Care,Advisory Services,4,43.199999999999996,240.0,283.20000000000005,0.0,283.20000000000005,60.0,0.18,300,0,Branch A,CASH018,SUP147,13:20:05,New,Phone,Missing Charges
INV10071,CUST7457,SRV001,2024-02-20,Pending,Anomaly,Return,Cash,Apples (1kg),No Service,Fruits,None,8,172.79999999999998,960.0,991.2195425363424,0.0,991.2195425363424,120.0,0.18,0,0,Branch B,CASH011,SUP103,04:48:54,Regular,Online,Unrecorded Discounts
INV10072,CUST8874,SRV001,2023-03-05,Pending,No Leakage,Return,UPI,Chips (100g),No Service,Snacks,None,9,32.4,180.0,212.4,0.0,212.4,20.0,0.18,0,0,Branch A,CASH007,SUP106,15:53:01,New,In-Store,None
INV10073,CUST6598,SRV007,2024-04-24,Paid,No Leakage,Return,Credit Card,Fish (1kg),Customization Service,Meat & Fish,Special Orders,5,180.0,1500.0,1880.0,1880.0,0.0,300.0,0.12,200,0,Branch B,CASH019,SUP127,01:41:52,Premium,Online,None
INV10074,CUST7495,SRV005,2024-06-04,Pending,Anomaly,Sale,Credit Card,Cooking Oil (1L),Installation Service,Pantry Staples,Technical Services,7,52.5,1050.0,1602.5,0.0,1602.5,150.0,0.05,500,0,Online,CASH004,SUP167,23:45:02,Regular,In-Store,Duplicate Entries
INV10074,CUST3074,SRV001,2024-11-18,Pending,Anomaly,Return,Net Banking,Dishwash Soap (500ml),No Service,Household,None,10,96.0,800.0,896.0,0.0,896.0,80.0,0.12,0,0,Online,CASH017,SUP120,03:18:20,Wholesale,Phone,Duplicate Entries
INV10076,CUST2977,SRV004,2023-08-12,Failed,No Leakage,Return,Net Banking,Bananas (1kg),Consultation Service,Fruits,Advisory Services,8,48.0,400.0,748.0,0.0,748.0,50.0,0.12,300,0,Branch B,CASH019,SUP127,05:37:56,Regular,Phone,None
INV10077,CUST3960,SRV006,2024-05-24,Paid,Anomaly,Sale,Net Banking,Tea Powder (250g),Bulk Order Service,Beverages,Special Orders,10,60.0,1200.0,1410.0,1683.3777661547906,-273.3777661547906,120.0,0.05,150,0,Branch B,CASH002,SUP135,13:35:05,Premium,In-Store,Excess Payment
INV10078,CUST7653,SRV006,2024-01-21,Failed,No Leakage,Sale,UPI,Salt (1kg),Bulk Order Service,Pantry Staples,Special Orders,1,3.5999999999999996,20.0,173.6,0.0,173.6,20.0,0.18,150,0,Branch B,CASH016,SUP117,16:09:03,New,Phone,None
INV10079,CUST9208,SRV007,2023-03-23,Paid,No Leakage,Return,Net Banking,Oranges (1kg),Customization Service,Fruits,Special Orders,1,4.0,80.0,284.0,284.0,0.0,80.0,0.05,200,0,Main Store,CASH009,SUP120,11:24:57,Regular,In-Store,None
INV10080,CUST3965,SRV007,2024-11-17,Failed,Anomaly,Sale,Cheque,Sugar (1kg),Customization Service,Pantry Staples,Special Orders,6,27.0,270.0,497.0,0.0,497.0,45.0,0.1,200,0,Main Store,CASH011,SUP126,04:05:31,New,In-Store,Incorrect Rates
INV10081,CUST1403,SRV001,2024-08-15,Paid,Anomaly,Sale,Cash,Cheese (200g),No Service,Dairy & Eggs,None,9,243.0,1350.0,1593.0,1834.9506488046711,-241.95064880467112,150.0,0.18,0,0,Main Store,CASH003,SUP135,08:32:45,Regular,In-Store,Excess Payment
INV10082,CUST8868,SRV004,2024-12-06,Pending,Anomaly,Sale,Debit Card,Chips (100g),Consultation Service,Snacks,Advisory Services,7,4.266311163887941,85.32622327775883,389.59253444164676,0.0,389.59253444164676,20.0,0.05,300,0,Branch A,CASH017,SUP156,07:18:57,Premium,In-Store,Usage Mismatch
INV10083,CUST2866,SRV002,2023-03-02,Failed,No Leakage,Return,Cash,Coffee Powder (200g),Standard Delivery,Beverages,Delivery Services,4,252.0,1400.0,1692.0,0.0,1692.0,350.0,0.18,40,0,Branch B,CASH002,SUP151,14:08:48,Premium,In-Store,None
INV10084,CUST5658,SRV001,2024-06-06,Paid,No Leakage,Sale,Cheque,Eggs (12 pack),No Service,Dairy & Eggs,None,9,31.5,630.0,661.5,661.5,0.0,70.0,0.05,0,0,Branch B,CASH012,SUP115,19:36:27,Premium,Phone,None
INV10085,CUST9363,SRV001,2024-12-08,Paid,Anomaly,Sale,Debit Card,Biscuits (200g),No Service,Snacks,None,8,28.799999999999997,240.0,268.8,268.8,0.0,30.0,0.12,0,0,Online,CASH015,SUP194,13:30:23,Premium,In-Store,Duplicate Entries
INV10085,CUST1626,SRV005,2023-12-06,Pending,Anomaly,Return,UPI,Chicken (1kg),Installation Service,Meat & Fish,Technical Services,5,150.0,1250.0,1900.0,0.0,1900.0,250.0,0.12,500,0,Online,CASH005,SUP185,03:13:45,New,Phone,Duplicate Entries
INV10087,CUST6948,SRV004,2024-06-09,Pending,No Leakage,Return,Credit Card,Shampoo (250ml),Consultation Service,Personal Care,Advisory Services,5,162.0,900.0,1362.0,0.0,1362.0,180.0,0.18,300,0,Main Store,CASH004,SUP149,23:33:01,New,In-Store,None
INV10088,CUST2175,SRV003,2024-08-02,Paid,Anomaly,Return,Net Banking,Biscuits (200g),Express Delivery,Snacks,Delivery Services,9,13.5,270.0,363.5,305.03536234342613,58.46463765657387,30.0,0.05,80,0,Branch B,CASH016,SUP175,12:21:42,Regular,Phone,Under Payment
INV10089,CUST3511,SRV003,2023-10-24,Paid,Anomaly,Sale,UPI,Biscuits (200g),Express Delivery,Snacks,Delivery Services,4,6.0,120.0,206.0,238.72633182759222,-32.72633182759222,30.0,0.05,80,0,Branch A,CASH018,SUP174,03:36:09,Regular,Online,Excess Payment
INV10090,CUST6807,SRV005,2023-01-15,Failed,No Leakage,Return,Cheque,Onions (1kg),Installation Service,Fresh Vegetables,Technical Services,2,14.399999999999999,80.0,594.4,0.0,594.4,40.0,0.18,500,0,Main Store,CASH014,SUP111,18:22:24,New,Online,None
INV10091,CUST4598,SRV005,2023-10-20,Paid,No Leakage,Sale,Credit Card,Chips (100g),Installation Service,Snacks,Technical Services,6,21.599999999999998,120.0,641.6,641.6,0.0,20.0,0.18,500,0,Online,CASH005,SUP111,22:24:28,Wholesale,Phone,None
INV10092,CUST5623,SRV007,2024-01-01,Paid,Anomaly,Sale,Cheque,Salt (1kg),Customization Service,Pantry Staples,Special Orders,10,10.0,200.0,410.0,410.0,0.0,20.0,0.05,200,0,Online,CASH005,SUP183,14:05:19,Regular,Online,Duplicate Entries
INV10092,CUST2381,SRV006,2024-06-11,Paid,Anomaly,Sale,Credit Card,Biscuits (200g),Bulk Order Service,Snacks,Special Orders,4,21.599999999999998,120.0,291.6,337.7905978942372,-46.19059789423716,30.0,0.18,150,0,Branch B,CASH015,SUP199,00:46:41,Premium,Phone,Duplicate Entries
INV10094,CUST1895,SRV002,2024-02-26,Pending,Anomaly,Sale,Debit Card,Wheat Flour (1kg),Standard Delivery,Grains & Cereals,Delivery Services,2,20.7,90.0,150.7,0.0,150.7,45.0,0.22999999999999998,40,0,Main Store,CASH001,SUP160,17:19:05,Premium,Online,Incorrect Rates
