Invoice_Number,Customer_ID,Service_ID,Billing_Date,Payment_Status,Transaction_Type,Mode_of_Payment,Product_Name,Service,Product_Category,Service_Category,Product_Quantity,Tax_Amount,Actual_Amount,Billed_Amount,Paid_Amount,Balance_Amount,Unit_Price,Tax_Rate,Service_Charge,Discount_Amount,Store_Branch,Cashier_ID,Supplier_ID,Billing_Time,Customer_Type,Order_Channel,Invoice_Num_Int,Is_Duplicate,actual_billing_amnt,Leakage_Flag_Pred,Anomaly_Type_Pred
INV11063,CUST5998,SRV003,2023-01-19,Pending,Sale,Credit Card,Wheat Flour (1kg),Express Delivery,Grains & Cereals,Delivery Services,1,2.25,45.0,127.25,0.0,127.25,45.0,0.05,80,0,Online,CASH011,SUP143,00:40:12,New,Phone,11063,0,127.25,Anomaly,No Anomaly
INV11068,CUST8162,SRV002,2024-05-21,Pending,Sale,Credit Card,Dishwash Soap (500ml),Standard Delivery,Household,Delivery Services,6,57.6,480.0,577.6,0.0,577.6,80.0,0.12,40,0,Main Store,CASH004,SUP177,23:02:36,Regular,In-Store,11068,0,577.6,Anomaly,No Anomaly
INV11135,CUST4833,SRV001,2023-06-13,Failed,Return,Cash,Biscuits (200g),No Service,Snacks,No Service,9,32.4,270.0,302.4,0.0,302.4,30.0,0.12,0,0,Main Store,CASH002,SUP146,22:06:58,New,Online,11135,0,302.4,Anomaly,Duplicate Transaction
INV11155,CUST7815,SRV003,2023-10-09,Pending,Sale,Cash,Cheese (200g),Express Delivery,Dairy & Eggs,Delivery Services,5,135.0,750.0,965.0,0.0,965.0,150.0,0.18,80,0,Branch B,CASH009,SUP142,01:05:13,Premium,In-Store,11155,0,965.0,Anomaly,No Anomaly
INV11167,CUST6621,SRV003,2023-02-23,Paid,Return,Cheque,Fish (1kg),Express Delivery,Meat & Fish,Delivery Services,5,270.0,1500.0,1850.0,1460.45599655525,389.54400344474993,300.0,0.18,80,0,Main Store,CASH011,SUP186,11:58:17,Regular,In-Store,11167,0,1850.0,Anomaly,No Anomaly
INV11169,CUST3735,SRV001,2023-08-06,Failed,Sale,Cheque,Milk (1L),No Service,Dairy & Eggs,No Service,9,97.2,540.0,637.2,107.99435449410672,529.2056455058934,60.0,0.18,0,0,Online,CASH006,SUP131,04:36:08,Premium,In-Store,11169,0,637.2,Anomaly,Duplicate Transaction
INV11189,CUST3414,SRV001,2023-02-13,Paid,Return,Cash,Eggs (12 pack),No Service,Dairy & Eggs,No Service,1,8.4,70.0,68.62322729320228,68.62322729320228,0.0,70.0,0.12,0,0,Branch A,CASH007,SUP102,02:11:21,Regular,In-Store,11189,0,78.4,Anomaly,No Anomaly
INV11202,CUST9677,SRV002,2023-07-16,Pending,Return,UPI,Onions (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,4,28.8,160.0,182.23732024997088,0.0,182.23732024997088,40.0,0.18,40,0,Branch A,CASH002,SUP122,06:16:07,Wholesale,Online,11202,0,228.8,Anomaly,Missing Item
INV11208,CUST7783,SRV001,2023-08-22,Failed,Return,Cash,Wheat Flour (1kg),No Service,Grains & Cereals,No Service,9,72.89999999999999,405.0,477.9,0.0,477.9,45.0,0.18,0,0,Branch A,CASH004,SUP184,10:56:01,Regular,Online,11208,0,477.9,Anomaly,Missing Item
INV11220,CUST4628,SRV002,2024-06-01,Paid,Return,UPI,Sugar (1kg),Standard Delivery,Pantry Staples,Delivery Services,3,16.2,135.0,191.2,224.3250244232865,-33.12502442328648,45.0,0.12,40,0,Main Store,CASH001,SUP138,01:41:32,Regular,In-Store,11220,0,191.2,Anomaly,No Anomaly
INV11227,CUST9230,SRV002,2024-07-17,Paid,Sale,Net Banking,Toothpaste (150g),Standard Delivery,Personal Care,Delivery Services,9,27.0,540.0,607.0,477.6605177499901,129.33948225000995,60.0,0.05,40,0,Online,CASH010,SUP121,00:50:33,Wholesale,Phone,11227,0,607.0,Anomaly,No Anomaly
INV11262,CUST5275,SRV003,2023-10-05,Paid,Sale,Cheque,Tomatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,3,10.8,90.0,180.8,148.3084186816421,32.4915813183579,30.0,0.12,80,0,Branch A,CASH020,SUP148,12:25:18,Premium,Online,11262,0,180.8,Anomaly,Duplicate Transaction
INV11305,CUST6456,SRV002,2024-11-16,Paid,Return,Debit Card,Shampoo (250ml),Standard Delivery,Personal Care,Delivery Services,9,194.4,1620.0,1854.4,1854.4,0.0,180.0,0.12,40,0,Branch A,CASH018,SUP177,03:24:46,Wholesale,Phone,11305,0,1854.4,Anomaly,No Anomaly
INV11337,CUST9232,SRV001,2024-12-02,Paid,Return,Cheque,Sugar (1kg),No Service,Pantry Staples,No Service,8,64.8,360.0,424.8,424.8,0.0,45.0,0.18,0,0,Branch A,CASH010,SUP101,16:09:24,Regular,Phone,11337,0,424.8,Anomaly,Pricing Error
INV11338,CUST5339,SRV001,2024-08-27,Failed,Return,Debit Card,Apples (1kg),No Service,Fruits,No Service,6,36.0,720.0,756.0,0.0,756.0,120.0,0.05,0,0,Main Store,CASH006,SUP132,00:37:26,Wholesale,Phone,11338,0,756.0,Anomaly,No Anomaly
INV11358,CUST1689,SRV002,2023-02-14,Paid,Return,Cash,Chicken (1kg),Standard Delivery,Meat & Fish,Delivery Services,3,135.0,750.0,925.0,925.0,0.0,250.0,0.18,40,0,Online,CASH012,SUP141,16:30:24,New,Online,11358,0,925.0,Anomaly,Missing Item
INV11390,CUST3570,SRV003,2023-01-12,Failed,Sale,Credit Card,Biscuits (200g),Express Delivery,Snacks,Delivery Services,8,28.8,240.0,348.8,0.0,348.8,30.0,0.12,80,0,Branch B,CASH012,SUP144,00:58:20,Premium,Phone,11390,0,348.8,Anomaly,Duplicate Transaction
INV11396,CUST6213,SRV001,2023-02-09,Pending,Sale,UPI,Fish (1kg),No Service,Meat & Fish,No Service,1,15.0,300.0,315.0,0.0,315.0,300.0,0.05,0,0,Online,CASH003,SUP102,15:24:46,Premium,Phone,11396,0,315.0,Anomaly,No Anomaly
INV11400,CUST6842,SRV003,2023-06-23,Failed,Return,Cash,Oranges (1kg),Express Delivery,Fruits,Delivery Services,5,48.0,400.0,528.0,0.0,528.0,80.0,0.12,80,0,Main Store,CASH001,SUP127,02:16:00,Regular,In-Store,11400,0,528.0,Anomaly,No Anomaly
INV11405,CUST9897,SRV001,2024-03-15,Pending,Return,Cheque,Salt (1kg),No Service,Pantry Staples,No Service,3,7.199999999999999,60.0,67.2,0.0,67.2,20.0,0.12,0,0,Main Store,CASH006,SUP119,13:41:47,Wholesale,In-Store,11405,0,67.2,Anomaly,No Anomaly
INV11413,CUST1602,SRV003,2024-03-23,Paid,Sale,Debit Card,Detergent (1kg),Express Delivery,Household,Delivery Services,9,90.0,1800.0,1676.4688617692868,1676.4688617692868,0.0,200.0,0.05,80,0,Branch B,CASH003,SUP112,16:06:16,New,In-Store,11413,0,1970.0,Anomaly,No Anomaly
INV11420,CUST6870,SRV003,2023-08-26,Failed,Sale,Cheque,Oranges (1kg),Express Delivery,Fruits,Delivery Services,5,20.0,400.0,420.0,0.0,420.0,80.0,0.05,80,0,Online,CASH013,SUP141,23:50:30,Wholesale,Online,11420,0,500.0,Anomaly,Missing Item
INV11429,CUST7940,SRV003,2024-11-01,Failed,Sale,Debit Card,Butter (100g),Express Delivery,Dairy & Eggs,Delivery Services,7,42.0,350.0,472.0,0.0,472.0,50.0,0.12,80,0,Online,CASH012,SUP102,07:49:03,Regular,Online,11429,0,472.0,Anomaly,Duplicate Transaction
INV11446,CUST5404,SRV002,2023-04-04,Pending,Sale,Debit Card,Coffee Powder (200g),Standard Delivery,Beverages,Delivery Services,9,378.0,3150.0,3568.0,0.0,3568.0,350.0,0.12,40,0,Branch A,CASH018,SUP197,06:59:38,Regular,Phone,11446,0,3568.0,Anomaly,No Anomaly
INV11458,CUST9042,SRV002,2023-06-04,Pending,Return,Net Banking,Cheese (200g),Standard Delivery,Dairy & Eggs,Delivery Services,9,67.5,1350.0,1457.5,0.0,1457.5,150.0,0.05,40,0,Main Store,CASH019,SUP111,19:44:25,Wholesale,In-Store,11458,0,1457.5,Anomaly,Pricing Error
INV11459,CUST7611,SRV002,2023-10-03,Paid,Sale,Debit Card,Butter (100g),Standard Delivery,Dairy & Eggs,Delivery Services,10,90.0,500.0,630.0,701.2424326243283,-71.24243262432833,50.0,0.18,40,0,Branch A,CASH019,SUP139,01:39:39,Regular,Online,11459,0,630.0,Anomaly,No Anomaly
INV11491,CUST3671,SRV001,2024-02-07,Paid,Sale,Cash,Oranges (1kg),No Service,Fruits,No Service,9,129.6,720.0,849.6,682.3960644699441,167.2039355300559,80.0,0.18,0,0,Branch B,CASH012,SUP172,17:31:38,Wholesale,In-Store,11491,0,849.6,Anomaly,Missing Item
INV11492,CUST8168,SRV001,2023-02-10,Paid,Return,Cheque,Lentils (1kg),No Service,Grains & Cereals,No Service,6,72.0,600.0,672.0,672.0,0.0,100.0,0.12,0,0,Main Store,CASH014,SUP194,04:49:56,New,Online,11492,1,672.0,Anomaly,No Anomaly
INV11519,CUST2324,SRV003,2024-12-04,Paid,Sale,Cheque,Tomatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,2,3.0,60.0,143.0,143.0,0.0,30.0,0.05,80,0,Branch B,CASH004,SUP184,11:30:01,New,Online,11519,0,143.0,Anomaly,No Anomaly
INV11522,CUST2256,SRV002,2023-02-19,Pending,Return,Credit Card,Cheese (200g),Standard Delivery,Dairy & Eggs,Delivery Services,9,162.0,1350.0,1552.0,0.0,1552.0,150.0,0.12,40,0,Branch A,CASH013,SUP133,17:00:59,Premium,In-Store,11522,0,1552.0,Anomaly,Missing Item
INV11535,CUST4817,SRV001,2024-01-24,Paid,Sale,UPI,Biscuits (200g),No Service,Snacks,No Service,1,5.4,30.0,35.4,27.505129059472686,7.894870940527312,30.0,0.18,0,0,Branch B,CASH010,SUP197,09:15:03,Wholesale,Phone,11535,0,35.4,Anomaly,Duplicate Transaction
INV11539,CUST7620,SRV001,2023-05-20,Failed,Return,Net Banking,Bananas (1kg),No Service,Fruits,No Service,3,7.5,150.0,157.5,0.0,157.5,50.0,0.05,0,0,Online,CASH002,SUP175,18:18:42,Wholesale,In-Store,11539,0,157.5,Anomaly,No Anomaly
INV11545,CUST5982,SRV001,2023-04-29,Pending,Sale,Net Banking,Sugar (1kg),No Service,Pantry Staples,No Service,6,48.6,270.0,252.250344802522,0.0,252.250344802522,45.0,0.18,0,0,Branch A,CASH003,SUP120,11:16:16,Premium,Phone,11545,1,318.6,Anomaly,No Anomaly
